Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Population
1915-IOFGU,Female,53,No,0,Keene,93531,35.21498,-118.59049,0,1,None,Yes,41.39,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.5,70.5,0.0,0,41.39,111.89,Churned,Competitor,1436
1918-ZBFQJ,Female,48,No,3,Glendale,91206,34.162514,-118.203869,0,13,None,Yes,33.54,No,Yes,Fiber Optic,76,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,1111.65,48.25,0,436.02,1499.42,Churned,Competitor,31297
1925-TIBLE,Female,62,Yes,0,Los Angeles,90049,34.091827,-118.491244,1,7,None,Yes,22.61,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,86.5,582.5,0.0,20,158.27,760.77,Churned,Competitor,33523
1963-SVUCV,Male,59,No,0,Flournoy,96029,39.84784,-122.544556,0,1,None,Yes,28.37,No,Yes,DSL,7,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.3,45.3,0.0,30,28.37,103.67,Churned,Competitor,84
1965-AKTSX,Female,65,No,0,Byron,94514,37.83323,-121.601461,0,14,Offer D,Yes,16.36,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,1101.85,0.0,0,229.04,1330.89,Churned,Competitor,10153
1965-DDBWU,Male,37,No,0,Escondido,92027,33.141266,-116.967221,0,16,None,Yes,11.96,Yes,Yes,Fiber Optic,18,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.05,1448.6,0.0,0,191.36,1639.96,Churned,Competitor,48690
1976-CFOCS,Female,69,Yes,0,Dana Point,92629,33.477924,-117.705314,1,1,None,Yes,7.74,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,46.0,0.0,0,7.74,53.74,Churned,Competitor,27730
1977-STDKI,Female,72,No,0,The Sea Ranch,95497,38.69666,-123.436861,0,1,None,Yes,20.55,No,Yes,Fiber Optic,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.0,73.0,0.0,0,20.55,93.55,Churned,Competitor,752
1980-KXVPM,Female,68,No,0,El Centro,92243,32.770393,-115.60915,0,3,None,Yes,23.82,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.05,256.25,0.0,0,71.46,327.71,Churned,Competitor,43712
1981-INRFU,Female,44,No,0,San Diego,92109,32.787834,-117.232376,0,2,None,Yes,8.32,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,164.5,0.0,0,16.64,181.14,Churned,Competitor,46086
1984-FCOWB,Female,21,Yes,0,Templeton,93465,35.536114,-120.739231,1,70,Offer A,Yes,41.88,Yes,Yes,Fiber Optic,59,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,109.5,7674.55,0.0,150,2931.6,10756.15,Churned,Attitude,7918
1989-PRJHP,Male,75,Yes,0,Pleasanton,94588,37.68505,-121.912061,1,27,None,Yes,10.6,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,1893.95,0.0,0,286.2,2180.15,Churned,Competitor,28568
2003-CKLOR,Male,62,No,0,Igo,96047,40.524536,-122.647172,0,66,Offer A,Yes,25.82,No,Yes,Cable,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99.5,6710.5,0.0,0,1704.12,8414.62,Churned,Other,911
2004-OCQXK,Female,44,No,0,Merced,95348,37.40122,-120.514191,0,1,Offer E,Yes,44.94,No,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.95,81.95,0.0,0,44.94,126.89,Churned,Competitor,23100
2012-NWRPA,Female,78,Yes,0,Modesto,95355,37.672905,-120.946594,1,11,Offer D,Yes,1.28,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,1131.2,0.0,0,14.08,1145.28,Churned,Competitor,47613
2013-SGDXK,Female,27,No,0,Mariposa,95338,37.52679,-119.99437,0,1,None,Yes,1.63,No,Yes,Fiber Optic,59,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,84.3,84.3,0.0,10,1.63,95.93,Churned,Competitor,10226
2024-BASKD,Female,23,No,0,Exeter,93221,36.30169,-119.018233,0,1,Offer E,Yes,22.16,No,Yes,Fiber Optic,47,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.6,74.6,0.0,10,22.16,106.76,Churned,Competitor,13333
2025-JKFWI,Male,31,No,0,Burbank,91501,34.18834,-118.300942,0,13,None,Yes,24.14,Yes,Yes,Fiber Optic,21,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.0,1301.7,0.0,0,313.82,1615.52,Churned,Price,18112
2026-TGDHM,Female,54,No,0,Cloverdale,95425,38.801937,-122.938935,0,7,None,Yes,19.21,No,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,79.3,523.15,0.0,10,134.47,667.62,Churned,Competitor,9210
2027-FECZV,Male,44,No,0,Bodfish,93205,35.52399,-118.400432,0,12,None,Yes,25.19,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.7,1253.9,0.0,0,302.28,1556.18,Churned,Attitude,1954
2034-CGRHZ,Male,73,No,0,San Francisco,94104,37.79122,-122.402241,0,24,None,Yes,3.23,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,102.95,2496.7,0.0,0,77.52,2574.22,Churned,Attitude,384
2034-GDRCN,Female,47,No,0,San Diego,92122,32.85723,-117.209774,0,2,Offer E,Yes,10.53,No,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.4,168.2,0.0,0,21.06,189.26,Churned,Other,34902
2037-SGXHH,Male,25,Yes,0,Campo Seco,95226,38.23388,-120.861666,1,38,None,Yes,49.7,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,3624.3,0.0,0,1888.6,5512.9,Churned,Other,75
2037-XJFUP,Male,24,Yes,0,Temecula,92592,33.507256,-117.029473,1,33,Offer C,Yes,41.8,No,Yes,Fiber Optic,41,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,95.8,3036.75,0.0,60,1379.4,4476.15,Churned,Competitor,46171
2055-PDADH,Female,71,No,0,Big Bend,96011,41.09657,-121.879082,0,3,Offer E,Yes,2.26,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.4,204.7,0.0,0,6.78,211.48,Churned,Other,265
2057-ZBLPD,Female,50,Yes,0,Los Gatos,95032,37.233032,-121.947427,3,21,Offer D,Yes,42.22,Yes,Yes,Fiber Optic,29,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.5,1808.7,0.0,0,886.62,2695.32,Churned,Competitor,24443
2058-DCJBE,Male,32,No,0,Los Angeles,90012,34.065876,-118.238728,0,5,Offer E,Yes,31.14,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,324.6,0.0,0,155.7,480.3,Churned,Competitor,30596
2070-FNEXE,Female,77,No,2,Pasadena,91107,34.159008,-118.087353,0,7,Offer E,Yes,26.95,No,Yes,Fiber Optic,18,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,76.45,503.6,11.05,0,188.65,681.2,Churned,Price,32369
2074-GKOWZ,Male,49,Yes,0,Novato,94947,38.112167,-122.634384,1,2,Offer E,Yes,8.86,No,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,185.55,0.0,0,17.72,203.27,Churned,Competitor,24741
2079-FBMZK,Female,50,No,0,Antelope,95843,38.7155,-121.363411,0,6,None,Yes,39.36,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,69.25,418.4,0.0,0,236.16,654.56,Churned,Competitor,36432
2082-CEFLT,Male,31,No,0,San Diego,92109,32.787834,-117.232376,0,1,Offer E,Yes,11.73,No,Yes,DSL,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.6,45.6,0.0,0,11.73,57.33,Churned,Competitor,46086
2082-OJVTK,Male,25,Yes,0,San Diego,92109,32.787834,-117.232376,1,29,None,Yes,4,Yes,Yes,Fiber Optic,48,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,2698.35,0.0,0,116.0,2814.35,Churned,Competitor,46086
2091-RFFBA,Female,70,No,0,Port Costa,94569,38.035706,-122.196821,0,31,None,Yes,15.43,Yes,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.9,2217.15,0.0,0,478.33,2695.48,Churned,Attitude,173
2100-BDNSN,Female,39,Yes,0,Strawberry Valley,95981,39.58458,-121.093256,1,5,None,Yes,14.9,Yes,Yes,DSL,4,No,No,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,67.95,350.3,0.0,20,74.5,444.8,Churned,Price,101
2108-YKQTY,Female,42,No,0,Santa Monica,90403,34.03153,-118.491156,0,4,None,Yes,9.81,No,Yes,DSL,30,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.7,151.3,0.0,0,39.24,190.54,Churned,Other,23559
2114-MGINA,Female,57,No,0,Rio Vista,94571,38.14886,-121.737696,0,14,Offer D,Yes,10.3,No,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.8,1129.1,0.0,0,144.2,1273.3,Churned,Attitude,5246
2115-BFTIW,Male,52,No,0,Clearlake Oaks,95423,39.07116,-122.598542,0,25,None,Yes,24.91,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.95,1767.35,0.0,20,622.75,2410.1,Churned,Dissatisfaction,3684
2135-RXIHG,Male,63,No,0,Carson,90745,33.822296,-118.26411,0,1,Offer E,Yes,14.12,No,Yes,Cable,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.65,45.65,0.0,0,14.12,59.77,Churned,Competitor,55486
2141-RRYGO,Female,51,No,0,Camino,95709,38.748318,-120.675512,0,4,Offer E,Yes,10.64,No,Yes,DSL,23,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.65,261.25,0.0,0,42.56,303.81,Churned,Dissatisfaction,4829
2150-UWTFY,Female,21,Yes,3,San Mateo,94402,37.556633,-122.317723,1,22,Offer D,Yes,42.98,No,Yes,DSL,30,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,61.15,1422.05,0.0,80,945.56,2447.61,Churned,Dissatisfaction,23393
2153-MREFK,Female,55,Yes,0,Fawnskin,92333,34.274845,-116.937581,1,37,None,Yes,30.16,Yes,Yes,Fiber Optic,4,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.2,3754.6,0.0,0,1115.92,4870.52,Churned,Attitude,414
2154-KVJFF,Female,42,No,0,Stevinson,95374,37.316807,-120.855753,0,15,Offer D,Yes,42.83,Yes,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,1111.85,0.0,0,642.45,1754.3,Churned,Dissatisfaction,1960
2157-MXBJS,Male,20,Yes,0,Calistoga,94515,38.62962,-122.593216,1,13,Offer D,Yes,41.22,Yes,Yes,Cable,82,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.3,989.45,0.0,0,535.86,1525.31,Churned,Dissatisfaction,7384
2165-VOEGB,Female,23,No,0,Burbank,91501,34.18834,-118.300942,0,46,None,Yes,43.04,No,Yes,Fiber Optic,71,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,4822.85,0.0,0,1979.84,6802.69,Churned,Other,18112
2180-DXNEG,Female,46,No,0,Harbor City,90710,33.798267,-118.300237,0,12,None,Yes,25.54,No,Yes,Fiber Optic,27,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.0,1062.1,0.0,0,306.48,1368.58,Churned,Dissatisfaction,24660
2189-UXTKY,Female,27,Yes,0,La Quinta,92253,33.695534,-116.310571,1,22,None,Yes,13.11,Yes,Yes,DSL,51,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.2,1742.75,0.0,0,288.42,2031.17,Churned,Dissatisfaction,23971
2189-WWOEW,Female,37,No,0,Keene,93531,35.21498,-118.59049,0,15,None,Yes,24.63,No,Yes,Fiber Optic,13,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.9,1269.55,0.0,0,369.45,1639.0,Churned,Other,1436
2195-ZRVAX,Female,40,Yes,0,Rodeo,94572,38.027218,-122.23463,1,47,None,Yes,44.26,No,Yes,Cable,23,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,4045.65,0.0,0,2080.22,6125.87,Churned,Other,8506
2202-CUYXZ,Male,25,No,0,Dublin,94568,37.713924,-121.928425,0,1,None,Yes,36.07,No,Yes,Fiber Optic,41,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,84.85,0.0,0,36.07,120.92,Churned,Competitor,29636
2205-YMZZJ,Male,75,No,0,Clovis,93612,36.81454,-119.711868,0,7,None,Yes,39.51,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,546.95,0.0,0,276.57,823.52,Churned,Competitor,33856
2207-NHRJK,Male,58,No,0,Carmel,93923,36.46061,-121.852507,0,1,Offer E,Yes,1.28,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.8,50.8,0.0,0,1.28,52.08,Churned,Competitor,13121
2207-OBZNX,Male,56,No,0,Aguanga,92536,33.482243,-116.827173,0,7,None,Yes,34.49,No,Yes,Cable,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,51.0,354.05,0.0,0,241.43,595.48,Churned,Attitude,2433
2219-MVUSO,Male,59,No,0,Los Angeles,90028,34.09987,-118.326843,0,8,None,Yes,35.53,No,Yes,Cable,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.15,438.4,0.0,0,284.24,722.64,Churned,Other,30568
2225-ZRGSG,Female,38,Yes,0,Piru,93040,34.432842,-118.730106,1,70,Offer A,Yes,5.48,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,93.9,6579.05,0.0,0,383.6,6962.65,Churned,Price,1459
2232-DMLXU,Female,22,Yes,0,Van Nuys,91411,34.17847,-118.459472,0,1,None,Yes,35.6,No,Yes,DSL,58,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55.2,55.2,0.0,0,35.6,90.8,Churned,Dissatisfaction,23646
2235-ZGKPT,Female,36,Yes,1,Los Angeles,90062,34.00355,-118.308933,1,4,None,Yes,12.88,Yes,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.85,239.55,0.0,0,51.52,291.07,Churned,Dissatisfaction,29299
2237-ZFSMY,Female,29,No,0,Riverdale,93656,36.45221,-119.94575,0,39,Offer C,Yes,4.48,No,Yes,Fiber Optic,71,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,95.55,3692.85,0.0,0,174.72,3867.57,Churned,Attitude,5729
2239-JALAW,Male,20,No,0,Escondido,92027,33.141266,-116.967221,0,58,Offer B,Yes,44.5,Yes,Yes,Fiber Optic,47,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.25,6017.65,0.0,0,2581.0,8598.65,Churned,Competitor,48690
2249-YPRNG,Female,57,Yes,0,The Sea Ranch,95497,38.69666,-123.436861,3,20,None,Yes,28.79,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.85,2239.65,0.0,0,575.8,2815.45,Churned,Dissatisfaction,752
2260-USTRB,Female,75,No,0,Campo,91906,32.673485,-116.472863,0,2,None,Yes,9.55,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,115.95,0.0,0,19.1,135.05,Churned,Competitor,3133
2265-CYWIV,Female,68,Yes,0,Hickman,95323,37.605927,-120.69955,1,4,None,Yes,18.91,Yes,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.6,347.65,25.79,0,75.64,397.5,Churned,Dissatisfaction,1055
2272-QAGFO,Female,75,No,0,Inglewood,90304,33.93683,-118.359824,0,14,None,Yes,35.07,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3,1096.25,0.0,0,490.98,1587.23,Churned,Dissatisfaction,28680
2276-YDAVZ,Female,63,No,0,San Diego,92129,32.961063,-117.134917,0,3,Offer E,Yes,26.52,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.1,270.7,0.0,0,79.56,350.26,Churned,Competitor,47224
2302-ANTDP,Female,76,Yes,0,Hat Creek,96040,40.7898,-121.474529,9,48,None,Yes,43.04,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,117.45,5438.9,0.0,0,2065.92,7504.82,Churned,Competitor,397
2311-QYMUQ,Female,41,Yes,0,San Joaquin,93660,36.600193,-120.153393,1,16,None,Yes,31.73,No,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.45,1430.25,0.0,0,507.68,1937.93,Churned,Attitude,4318
2321-OMBXY,Female,55,Yes,0,San Diego,92122,32.85723,-117.209774,1,38,Offer C,Yes,42.14,No,Yes,DSL,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.3,3058.65,0.0,0,1601.32,4659.97,Churned,Other,34902
2325-ZUSFD,Female,46,Yes,0,Irvine,92602,33.72036,-117.733655,1,57,Offer B,Yes,36.65,No,Yes,DSL,7,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,70.1,3913.3,0.0,0,2089.05,6002.35,Churned,Dissatisfaction,2762
2344-JMOGN,Male,54,Yes,0,Buttonwillow,93206,35.4514,-119.488413,1,9,None,Yes,17.47,No,Yes,Fiber Optic,6,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.85,890.6,0.0,0,157.23,1047.83,Churned,Other,2078
2357-COQEK,Female,79,No,0,Atherton,94027,37.454926,-122.203168,0,28,None,Yes,28.14,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.3,2890.65,0.0,0,787.92,3678.57,Churned,Competitor,6876
2359-KMGLI,Male,52,No,0,Running Springs,92382,34.18621,-117.07683,0,24,Offer C,Yes,49.3,Yes,Yes,Fiber Optic,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,1861.5,0.0,0,1183.2,3044.7,Churned,Competitor,5395
2359-QWQUL,Female,35,Yes,0,Los Angeles,90058,34.001617,-118.222274,1,39,None,Yes,9.51,No,Yes,Fiber Optic,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.7,4134.85,0.0,0,370.89,4505.74,Churned,Competitor,3642
2362-IBOOY,Male,22,No,0,San Diego,92126,32.886925,-117.152162,0,36,Offer C,Yes,43.97,Yes,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,3050.15,0.0,0,1582.92,4633.07,Churned,Competitor,74232
2369-UAPKZ,Male,43,No,0,Meadow Vista,95722,39.003357,-121.022539,0,5,Offer E,Yes,38.89,Yes,Yes,Fiber Optic,8,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,104.1,541.9,0.0,0,194.45,736.35,Churned,Other,3747
2372-HWUHI,Male,45,No,0,Lakewood,90712,33.840523,-118.148403,0,2,Offer E,Yes,46.84,No,Yes,DSL,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.35,81.25,0.0,0,93.68,174.93,Churned,Other,30173
2379-ENZGV,Male,61,No,0,San Diego,92126,32.886925,-117.152162,0,6,Offer E,Yes,39.32,No,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,523.5,0.0,0,235.92,759.42,Churned,Competitor,74232
2382-BCKQJ,Female,41,No,0,Escondido,92027,33.141266,-116.967221,0,62,Offer B,Yes,32.58,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.15,6413.65,0.0,0,2019.96,8433.61,Churned,Competitor,48690
2386-LAHRK,Male,22,No,0,Weimar,95736,39.00978,-120.978273,0,1,None,Yes,14.58,No,Yes,DSL,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,53.5,53.5,0.0,0,14.58,68.08,Churned,Dissatisfaction,31
2391-SOORI,Male,40,No,1,Big Bear City,92314,34.27897,-116.773825,0,4,Offer E,Yes,26.04,No,Yes,DSL,27,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.35,219.65,0.0,0,104.16,323.81,Churned,Dissatisfaction,9899
2397-BRLOM,Male,67,Yes,0,San Rafael,94901,37.972664,-122.491452,2,8,None,Yes,26.99,No,Yes,Fiber Optic,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.45,583.45,0.0,0,215.92,799.37,Churned,Other,40239
2398-YPMUR,Female,77,Yes,0,Dinuba,93618,36.52362,-119.386868,2,13,None,Yes,37.86,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.15,916.75,0.0,90,492.18,1498.93,Churned,Dissatisfaction,24206
2403-BCASL,Male,66,Yes,0,Santa Ana,92705,33.766003,-117.786763,1,41,Offer B,Yes,45.04,Yes,Yes,Cable,29,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,4534.9,0.0,0,1846.64,6381.54,Churned,Other,44117
2408-TZMJL,Male,43,Yes,0,Gualala,95445,38.848083,-123.50608,1,59,Offer B,Yes,22.71,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.15,6448.05,0.0,0,1339.89,7787.94,Churned,Dissatisfaction,1916
2430-USGXP,Male,44,Yes,0,Santa Fe Springs,90670,33.933563,-118.062611,1,24,None,Yes,34.62,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.0,2391.8,0.0,0,830.88,3222.68,Churned,Price,16271
2433-KMEAS,Male,62,No,0,Dublin,94568,37.713924,-121.928425,0,22,Offer D,Yes,7.28,Yes,Yes,DSL,7,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,1127.35,0.0,0,160.16,1287.51,Churned,Other,29636
2446-BEGGB,Female,79,No,0,Lakewood,90712,33.840523,-118.148403,0,6,None,Yes,47.35,Yes,Yes,Fiber Optic,29,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.25,560.6,0.0,0,284.1,844.7,Churned,Attitude,30173
2446-PLQVO,Male,32,No,0,Santa Clarita,91350,34.502434,-118.41459,0,1,Offer E,Yes,5.67,No,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0.0,0,5.67,75.97,Churned,Other,40077
2454-RPBRZ,Female,67,Yes,0,Catheys Valley,95306,37.39441,-120.127262,1,12,Offer D,Yes,30.63,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,1060.2,49.06,0,367.56,1378.7,Churned,Dissatisfaction,986
2462-XIIJB,Male,33,No,0,Miranda,95553,40.210896,-123.86,0,5,None,Yes,3.25,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.5,452.7,0.0,0,16.25,468.95,Churned,Competitor,867
2472-OVKUP,Male,39,Yes,2,Canoga Park,91304,34.224377,-118.632656,5,6,None,Yes,42.08,No,Yes,Fiber Optic,29,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.0,531.0,0.0,0,252.48,783.48,Churned,Dissatisfaction,49242
2474-BRUCM,Male,76,Yes,0,Redding,96002,40.527836,-122.318749,1,40,None,Yes,2.85,Yes,Yes,Fiber Optic,3,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,101.85,4086.3,0.0,0,114.0,4200.3,Churned,Other,30338
2479-BRAMR,Male,74,Yes,0,Murphys,95247,38.147854,-120.440124,1,41,Offer B,Yes,45.84,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,3273.55,0.0,0,1879.44,5152.99,Churned,Competitor,4353
2482-CZGBB,Male,41,No,0,Anaheim,92804,33.818,-117.974404,0,10,None,Yes,27.28,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.0,740.0,0.0,0,272.8,1012.8,Churned,Competitor,81333
